"Id","Imp_Innov","Imp_ConstCom","Imp_CreatCom","Imp_TimelyInf","Imp_SaveMT","Imp_SaveML","Imp_TaskMgm","Imp_DeviceSt","Imp_Photo","Imp_Wellness","Imp_Athlete","Imp_Style","WTP","iPhone","CompBuy","FB_Insta","Twit","Snap","YouTube","Pod_radio","TV","NewsP","AmznP","Age","Degree","Income","Occupation","Gender"
296,4,6,4,4,3,4,6,6,1,6,4,5,210,"other smartphone","No","Yes","Yes","Yes","No","Yes","No","Yes","Yes",35,"Undergraduate degree","$71k – $100k","Financial services","Female"
297,6,4,3,4,3,2,3,3,3,4,4,3,220,"iPhone","No","No","Yes","No","No","Yes","Yes","Yes","No",32,"Undergraduate degree","$71k – $100k","Advertising/public relations","Male"
298,7,7,6,7,2,4,5,6,3,1,1,3,210,"other smartphone","No","No","No","No","No","Yes","Yes","Yes","No",40,"Master’s degree or higher","> $175k","Sales","Female"
299,4,4,5,3,4,3,4,1,4,4,4,3,200,"iPhone","No","No","No","No","No","No","Yes","Yes","Yes",39,"Undergraduate degree","$71k – $100k","Retailing/services/restaurant","Male"
300,4,4,1,4,5,4,2,3,4,4,5,4,150,"other smartphone","No","Yes","No","No","No","No","Yes","Yes","Yes",37,"Undergraduate degree","$71k – $100k","Education","Female"
301,5,7,3,5,3,5,7,6,1,6,4,6,250,"iPhone","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes",39,"Master’s degree or higher","> $175k","Financial services","Female"
302,3,5,5,4,4,6,4,6,2,7,5,7,210,"iPhone","No","Yes","No","No","No","Yes","Yes","Yes","Yes",41,"Master’s degree or higher","> $175k","Financial services","Female"
303,6,6,4,5,4,2,4,1,2,5,4,3,230,"other smartphone","No","Yes","No","No","No","No","Yes","Yes","No",37,"Undergraduate degree","$71k – $100k","Advertising/public relations","Female"
304,3,2,1,1,5,4,3,2,4,2,4,3,170,"other smartphone","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes",42,"Undergraduate degree","$71k – $100k","Sales","Female"
305,7,5,6,4,4,2,1,2,3,4,4,4,220,"iPhone","No","No","No","No","No","No","Yes","Yes","No",33,"Undergraduate degree","$71k – $100k","Technology","Male"
306,4,5,5,5,2,3,3,6,2,4,2,4,180,"iPhone","No","No","No","No","No","No","Yes","Yes","No",37,"Undergraduate degree","$101k - $175k","Education","Female"
307,6,5,6,4,4,6,5,6,1,7,5,6,210,"other smartphone","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No",37,"Master’s degree or higher","$71k – $100k","Financial services","Female"
308,3,5,1,4,2,5,3,6,1,5,3,3,220,"iPhone","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes",45,"Master’s degree or higher","$101k - $175k","Sales","Male"
309,5,6,4,4,3,5,6,6,2,7,5,7,310,"iPhone","No","Yes","Yes","Yes","No","Yes","No","Yes","Yes",39,"Master’s degree or higher","$101k - $175k","Financial services","Female"
310,5,4,2,3,3,2,3,2,2,4,3,3,150,"other smartphone","No","No","No","No","No","No","Yes","Yes","No",42,"Undergraduate degree","$71k – $100k","Retailing/services/restaurant","Male"
311,3,4,2,5,3,3,3,5,5,2,1,4,190,"iPhone","Yes","No","No","No","No","No","Yes","Yes","Yes",47,"Undergraduate degree","$101k - $175k","Small-medium business/self-employed","Female"
312,5,5,5,5,5,4,6,4,4,4,4,4,260,"iPhone","Yes","Yes","Yes","Yes","No","Yes","No","No","No",33,"Master’s degree or higher","$71k – $100k","Financial services","Female"
313,7,4,7,2,4,2,3,2,4,4,3,4,210,"other smartphone","No","No","No","No","No","No","Yes","Yes","Yes",33,"Undergraduate degree","$71k – $100k","Technology","Female"
314,4,5,6,4,3,4,2,4,2,6,5,4,230,"iPhone","No","Yes","No","Yes","Yes","No","No","No","Yes",25,"Undergraduate degree","> $175k","Sales","Female"
315,7,7,2,7,2,4,6,6,3,5,3,3,310,"iPhone","No","Yes","No","No","No","Yes","Yes","Yes","No",37,"Master’s degree or higher","$71k – $100k","Sales","Female"
316,2,3,1,6,2,3,5,4,1,4,3,3,320,"iPhone","No","Yes","No","No","No","Yes","Yes","Yes","Yes",37,"Master’s degree or higher","$101k - $175k","Sales","Female"
317,5,4,6,4,5,4,6,4,5,5,5,5,200,"iPhone","No","Yes","Yes","Yes","No","Yes","No","Yes","No",31,"Master’s degree or higher","$40k - $70k","Engineering","Female"
318,7,6,3,6,3,1,3,3,4,3,2,4,180,"other smartphone","No","No","No","No","No","No","Yes","Yes","Yes",34,"Undergraduate degree","$71k – $100k","Technology","Female"
319,6,6,7,6,5,3,6,2,5,5,5,4,280,"iPhone","No","Yes","Yes","Yes","No","No","No","No","No",25,"Undergraduate degree","$40k - $70k","Advertising/public relations","Female"
320,2,4,4,7,4,3,4,3,2,3,2,3,200,"other smartphone","Yes","Yes","Yes","No","No","Yes","Yes","Yes","No",45,"Undergraduate degree","$40k - $70k","Health services","Female"
321,4,3,4,5,4,4,3,5,5,3,3,3,150,"other smartphone","No","Yes","Yes","No","No","No","Yes","Yes","Yes",42,"Undergraduate degree","$71k – $100k","Education","Male"
322,5,7,4,4,3,4,6,4,1,4,4,3,220,"iPhone","No","Yes","Yes","No","No","Yes","Yes","Yes","No",38,"Master’s degree or higher","> $175k","Sales","Female"
323,3,4,4,3,4,6,5,5,5,6,6,4,180,"iPhone","No","Yes","No","Yes","Yes","No","No","Yes","Yes",27,"Master’s degree or higher","> $175k","Sales","Male"
324,4,3,5,3,4,4,3,5,5,3,4,4,120,"iPhone","No","Yes","No","No","No","No","Yes","Yes","Yes",37,"Undergraduate degree","$71k – $100k","Education","Male"
325,7,5,2,5,2,4,6,6,2,2,2,3,250,"iPhone","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes",44,"Master’s degree or higher","> $175k","Sales","Male"
326,6,5,7,5,6,5,6,3,7,6,4,5,250,"other smartphone","No","Yes","Yes","Yes","No","No","No","No","No",25,"Undergraduate degree","$40k - $70k","Advertising/public relations","Female"
327,4,5,4,5,3,5,4,6,2,6,5,6,250,"other smartphone","No","Yes","No","No","No","No","Yes","Yes","No",32,"Master’s degree or higher","$71k – $100k","Financial services","Female"
328,2,1,6,1,4,3,1,1,6,1,2,4,130,"iPhone","No","No","No","No","No","No","Yes","Yes","Yes",39,"Undergraduate degree","$101k - $175k","Education","Female"
329,3,6,4,4,4,6,4,4,5,5,6,4,190,"other smartphone","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes",30,"Undergraduate degree","$101k - $175k","Sales","Female"
330,3,6,6,4,4,3,3,4,2,5,4,5,220,"iPhone","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No",47,"Undergraduate degree","$101k - $175k","Health services","Male"
331,3,5,5,4,3,3,3,4,5,7,3,6,130,"other smartphone","No","No","No","No","No","No","Yes","Yes","Yes",40,"Undergraduate degree","$71k – $100k","Other/family caretaker","Male"
332,6,5,4,7,3,4,6,4,3,3,4,3,240,"iPhone","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes",38,"Master’s degree or higher","$71k – $100k","Sales","Male"
333,7,4,5,4,4,3,3,3,3,6,3,4,270,"iPhone","No","Yes","No","No","Yes","No","Yes","Yes","Yes",32,"Undergraduate degree","$101k - $175k","Technology","Male"
334,3,6,3,6,2,5,5,5,4,5,3,5,180,"iPhone","Yes","Yes","No","No","Yes","No","Yes","Yes","Yes",35,"Master’s degree or higher","$71k – $100k","Sales","Male"
335,7,5,5,5,4,2,3,1,6,4,4,4,130,"other smartphone","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No",33,"Undergraduate degree","$40k - $70k","Technology","Male"
336,4,5,3,4,2,4,5,5,3,5,4,3,200,"other smartphone","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No",45,"Master’s degree or higher","> $175k","Sales","Male"
337,6,5,4,5,3,6,4,6,1,6,4,5,250,"other smartphone","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No",36,"Master’s degree or higher","> $175k","Financial services","Female"
338,4,6,5,5,3,5,5,6,1,6,5,7,240,"other smartphone","No","Yes","Yes","Yes","Yes","Yes","No","Yes","No",30,"Master’s degree or higher","> $175k","Financial services","Female"
339,4,6,5,5,4,6,6,6,3,7,5,6,250,"other smartphone","No","Yes","No","No","No","No","Yes","Yes","Yes",28,"Master’s degree or higher","$71k – $100k","Financial services","Female"
340,4,4,4,4,3,6,4,6,3,5,6,6,250,"iPhone","No","Yes","No","Yes","Yes","Yes","No","No","Yes",30,"Undergraduate degree","$71k – $100k","Sales","Female"
341,5,2,4,2,3,5,2,5,3,5,6,4,180,"iPhone","No","Yes","No","Yes","Yes","No","No","No","Yes",25,"Undergraduate degree","> $175k","Sales","Female"
342,5,3,3,1,3,2,3,1,3,3,4,4,230,"iPhone","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes",41,"Undergraduate degree","$71k – $100k","Other/family caretaker","Female"
343,5,5,5,3,4,5,5,6,1,7,5,6,280,"iPhone","No","Yes","No","Yes","Yes","No","Yes","Yes","Yes",25,"Master’s degree or higher","$71k – $100k","Financial services","Female"
344,6,3,4,4,3,2,3,3,4,5,4,4,120,"other smartphone","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No",40,"Undergraduate degree","$71k – $100k","Retailing/services/restaurant","Male"
345,4,7,5,1,4,2,3,1,6,3,4,4,200,"iPhone","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes",33,"Undergraduate degree","$71k – $100k","Advertising/public relations","Male"
346,4,6,3,4,3,2,3,2,2,3,2,4,190,"other smartphone","No","Yes","No","No","Yes","Yes","Yes","Yes","No",39,"Undergraduate degree","$101k - $175k","Sales","Female"
347,3,3,3,6,2,4,4,4,1,5,3,4,230,"iPhone","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes",35,"Master’s degree or higher","$71k – $100k","Sales","Male"
348,5,3,3,7,2,5,6,7,1,5,2,5,230,"other smartphone","Yes","No","No","No","No","No","Yes","Yes","No",41,"Master’s degree or higher","$71k – $100k","Sales","Female"
349,7,6,7,6,5,4,6,3,6,6,5,4,200,"iPhone","No","Yes","Yes","Yes","Yes","Yes","No","Yes","No",25,"Undergraduate degree","$71k – $100k","Advertising/public relations","Female"
350,5,6,6,5,4,4,6,3,4,4,4,5,190,"iPhone","No","Yes","No","Yes","Yes","No","No","Yes","Yes",27,"Undergraduate degree","$40k - $70k","Advertising/public relations","Female"
351,5,1,6,2,5,3,6,3,6,5,5,5,180,"other smartphone","No","Yes","No","Yes","Yes","No","No","Yes","No",25,"Undergraduate degree","$40k - $70k","Advertising/public relations","Female"
352,7,2,4,6,4,2,3,2,2,4,3,4,220,"iPhone","No","No","No","No","Yes","Yes","Yes","Yes","Yes",39,"Undergraduate degree","$71k – $100k","Small-medium business/self-employed","Male"
353,4,7,4,2,3,2,3,1,2,3,4,4,220,"other smartphone","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes",40,"Undergraduate degree","$40k - $70k","Other/family caretaker","Female"
354,5,5,4,3,3,2,3,2,2,4,4,3,260,"iPhone","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes",34,"Undergraduate degree","$101k - $175k","Technology","Male"
355,5,7,6,4,5,4,6,4,5,4,5,4,170,"other smartphone","No","No","No","Yes","Yes","No","No","No","No",32,"Undergraduate degree","$40k - $70k","Sales","Female"
356,3,3,3,5,2,4,3,4,1,5,3,4,360,"other smartphone","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No",37,"Master’s degree or higher","$71k – $100k","Sales","Male"
357,2,7,2,6,2,3,3,4,1,4,2,4,240,"iPhone","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No",40,"Master’s degree or higher","$101k - $175k","Sales","Female"
358,4,5,4,5,3,5,5,6,1,7,4,7,220,"iPhone","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",39,"Master’s degree or higher","> $175k","Financial services","Female"
359,2,2,2,4,3,3,3,4,4,1,1,4,210,"iPhone","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes",39,"Undergraduate degree","$71k – $100k","Construction/transportation/manufacturing/logistics","Male"
360,6,1,7,5,5,4,6,1,4,6,5,4,240,"other smartphone","No","No","No","Yes","Yes","No","No","No","No",25,"Undergraduate degree","$71k – $100k","Advertising/public relations","Female"
361,4,5,1,5,2,3,6,5,2,1,1,4,320,"other smartphone","Yes","No","No","No","Yes","No","Yes","Yes","Yes",35,"Master’s degree or higher","$101k - $175k","Sales","Female"
362,3,5,3,4,2,4,3,5,1,5,3,4,220,"iPhone","Yes","No","Yes","No","Yes","No","Yes","Yes","Yes",42,"Master’s degree or higher","$101k - $175k","Sales","Female"
363,6,7,4,5,3,4,6,4,2,4,4,3,250,"iPhone","Yes","No","No","No","Yes","No","Yes","Yes","Yes",40,"Master’s degree or higher","$71k – $100k","Sales","Female"
364,3,5,6,4,5,4,3,1,2,4,4,4,210,"other smartphone","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No",38,"Undergraduate degree","$101k - $175k","Construction/transportation/manufacturing/logistics","Male"
365,5,5,4,5,3,5,6,4,2,6,5,7,230,"iPhone","No","Yes","No","Yes","Yes","No","Yes","Yes","Yes",34,"Master’s degree or higher","> $175k","Financial services","Female"
366,4,5,6,6,5,7,2,6,6,5,7,4,160,"iPhone","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes",26,"Undergraduate degree","$40k - $70k","Sales","Female"
367,4,6,2,5,2,4,3,3,6,5,3,5,160,"iPhone","No","No","No","No","Yes","Yes","Yes","No","No",42,"Undergraduate degree","$71k – $100k","Financial services","Female"
368,3,5,5,5,3,3,3,3,5,7,4,5,160,"iPhone","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No",46,"Undergraduate degree","$71k – $100k","Engineering","Female"
369,5,6,2,6,3,2,3,1,3,3,2,4,280,"other smartphone","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No",41,"Undergraduate degree","$101k - $175k","Engineering","Male"
370,4,5,6,5,3,3,3,4,6,4,4,6,200,"iPhone","No","No","No","No","Yes","Yes","Yes","No","No",39,"Undergraduate degree","$40k - $70k","Financial services","Female"
371,5,6,6,5,4,5,6,4,1,7,5,7,270,"iPhone","No","Yes","No","No","Yes","No","Yes","Yes","Yes",30,"Master’s degree or higher","$71k – $100k","Sales","Female"
372,5,3,2,2,3,2,3,3,5,4,4,3,200,"other smartphone","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",40,"Undergraduate degree","$40k - $70k","Health services","Female"
373,2,1,1,1,4,3,1,1,2,3,4,4,160,"other smartphone","No","No","No","No","Yes","Yes","Yes","No","Yes",34,"Undergraduate degree","$101k - $175k","Education","Male"
374,4,3,7,3,4,3,3,3,5,3,4,3,140,"iPhone","No","No","No","No","Yes","Yes","Yes","No","No",39,"Undergraduate degree","$71k – $100k","Advertising/public relations","Male"
375,4,4,1,3,4,3,3,2,1,3,3,3,150,"iPhone","No","No","No","No","Yes","Yes","Yes","No","No",42,"Undergraduate degree","$40k - $70k","Other/family caretaker","Female"
376,7,5,5,4,3,2,3,4,3,5,4,3,200,"other smartphone","No","No","Yes","No","Yes","Yes","Yes","Yes","No",33,"Undergraduate degree","$71k – $100k","Retailing/services/restaurant","Male"
377,4,3,5,2,3,6,2,7,3,6,6,6,160,"iPhone","No","Yes","No","Yes","Yes","Yes","No","Yes","Yes",28,"Undergraduate degree","$101k - $175k","Sales","Male"
378,4,5,1,6,4,4,3,3,3,4,3,3,180,"iPhone","No","No","No","No","Yes","Yes","Yes","No","No",42,"Undergraduate degree","$40k - $70k","Construction/transportation/manufacturing/logistics","Female"
379,5,4,4,4,3,5,2,4,3,5,6,4,240,"iPhone","No","Yes","No","Yes","Yes","No","No","No","Yes",24,"Undergraduate degree","$71k – $100k","Advertising/public relations","Female"
380,7,5,6,5,5,4,6,4,4,7,5,7,240,"iPhone","No","Yes","Yes","Yes","Yes","Yes","No","Yes","No",25,"Master’s degree or higher","$101k - $175k","Sales","Female"
381,5,5,3,5,4,3,3,3,4,4,4,3,180,"other smartphone","No","No","No","No","Yes","Yes","Yes","No","No",36,"Undergraduate degree","$40k - $70k","Education","Male"
382,1,3,5,2,4,3,2,2,4,3,3,4,100,"iPhone","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No",46,"Undergraduate degree","$40k - $70k","Other/family caretaker","Female"
383,2,3,6,1,4,3,2,1,3,3,4,3,160,"iPhone","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",36,"Undergraduate degree","$40k - $70k","Advertising/public relations","Female"
384,7,7,3,7,3,2,3,3,3,3,2,4,190,"iPhone","No","No","No","No","Yes","Yes","Yes","No","No",40,"Undergraduate degree","$71k – $100k","Other/family caretaker","Female"
385,3,4,4,4,3,3,3,3,5,3,2,4,190,"iPhone","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",41,"Undergraduate degree","$71k – $100k","Small-medium business/self-employed","Male"
386,3,5,4,5,3,4,4,4,1,6,5,5,240,"iPhone","No","Yes","No","No","Yes","No","Yes","Yes","No",33,"Master’s degree or higher","$101k - $175k","Sales","Female"
387,6,6,5,5,3,5,6,4,1,7,5,7,290,"iPhone","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes",35,"Master’s degree or higher","$71k – $100k","Sales","Female"
388,4,6,3,5,5,4,6,4,1,7,4,5,210,"iPhone","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",34,"Master’s degree or higher","> $175k","Sales","Female"
389,4,5,4,5,3,4,5,4,1,6,5,6,220,"iPhone","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No",28,"Undergraduate degree","$71k – $100k","Sales","Female"
390,3,6,7,5,5,7,3,3,3,6,6,6,150,"iPhone","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes",28,"Undergraduate degree","$40k - $70k","Advertising/public relations","Female"
391,3,3,4,2,5,6,2,3,3,5,7,4,140,"other smartphone","No","Yes","No","Yes","Yes","No","No","Yes","Yes",25,"Undergraduate degree","$101k - $175k","Advertising/public relations","Male"
392,4,5,5,5,3,5,4,4,1,6,5,7,220,"other smartphone","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes",26,"Undergraduate degree","> $175k","Sales","Male"
393,1,5,3,6,3,5,4,5,2,2,2,4,170,"iPhone","Yes","Yes","Yes","No","Yes","No","Yes","Yes","No",40,"Master’s degree or higher","$71k – $100k","Sales","Female"
394,4,5,4,5,3,5,6,4,2,6,5,6,210,"other smartphone","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No",31,"Undergraduate degree","$71k – $100k","Sales","Male"
395,4,5,3,4,2,4,5,5,2,5,4,3,230,"other smartphone","Yes","No","No","No","Yes","No","Yes","Yes","Yes",35,"Master’s degree or higher","> $175k","Sales","Male"
396,6,5,6,5,4,5,6,4,1,7,5,7,230,"iPhone","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes",32,"Master’s degree or higher","$71k – $100k","Sales","Female"
397,3,7,4,7,3,5,6,7,3,6,4,3,200,"iPhone","Yes","No","No","No","Yes","No","Yes","Yes","No",39,"Master’s degree or higher","$71k – $100k","Sales","Male"
398,6,7,2,3,2,2,3,4,4,4,4,3,280,"other smartphone","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes",41,"Undergraduate degree","$71k – $100k","Other/family caretaker","Male"
399,5,5,5,5,3,5,2,4,3,5,6,4,170,"other smartphone","No","Yes","No","No","Yes","Yes","No","Yes","Yes",30,"Undergraduate degree","$71k – $100k","Advertising/public relations","Male"
400,6,4,3,4,3,1,3,1,3,3,3,4,250,"iPhone","No","Yes","No","No","Yes","Yes","Yes","No","Yes",41,"Undergraduate degree","$71k – $100k","Financial services","Female"
401,6,7,7,4,5,6,6,4,4,7,5,7,240,"iPhone","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes",25,"Master’s degree or higher","> $175k","Sales","Female"
402,5,5,6,5,4,6,5,4,5,7,5,7,250,"iPhone","Yes","Yes","No","No","Yes","No","Yes","Yes","Yes",32,"Master’s degree or higher","> $175k","Sales","Male"
403,4,6,1,6,1,3,3,5,3,2,1,3,250,"iPhone","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",39,"Undergraduate degree","$71k – $100k","Education","Male"
404,5,4,4,4,5,6,2,3,3,6,6,4,160,"other smartphone","No","Yes","No","Yes","Yes","No","No","Yes","Yes",29,"Undergraduate degree","$71k – $100k","Advertising/public relations","Female"
405,5,3,5,6,4,4,6,3,6,4,4,5,220,"other smartphone","No","No","No","Yes","Yes","No","No","Yes","No",26,"Undergraduate degree","$40k - $70k","Technology","Female"
406,5,5,5,5,3,5,6,4,5,6,4,7,290,"iPhone","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes",29,"Master’s degree or higher","$71k – $100k","Sales","Female"
407,4,7,5,4,4,3,3,3,4,4,4,4,190,"other smartphone","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No",41,"Undergraduate degree","$71k – $100k","Retailing/services/restaurant","Female"
408,4,5,5,4,3,5,6,4,4,6,4,5,210,"iPhone","Yes","Yes","No","No","Yes","No","Yes","Yes","No",31,"Master’s degree or higher","> $175k","Sales","Male"
409,4,2,6,3,4,4,3,3,3,4,4,4,160,"iPhone","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No",40,"Undergraduate degree","$71k – $100k","Construction/transportation/manufacturing/logistics","Female"
410,4,3,6,3,4,7,2,7,3,5,7,4,130,"iPhone","No","No","Yes","Yes","Yes","No","No","No","Yes",28,"Undergraduate degree","< $40k","Advertising/public relations","Male"
411,4,3,4,3,3,6,2,7,3,6,6,4,180,"other smartphone","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes",25,"Undergraduate degree","$71k – $100k","Advertising/public relations","Male"
412,3,4,6,1,4,3,3,1,3,4,4,3,180,"other smartphone","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No",41,"Undergraduate degree","$71k – $100k","Small-medium business/self-employed","Female"
413,6,6,4,4,3,4,6,4,6,7,4,5,290,"iPhone","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes",28,"Master’s degree or higher","$101k - $175k","Sales","Male"
414,5,7,5,5,4,4,6,4,4,7,5,5,240,"iPhone","Yes","Yes","No","No","Yes","No","Yes","Yes","Yes",35,"Master’s degree or higher","$71k – $100k","Sales","Female"
415,4,6,7,1,5,7,6,4,4,7,4,6,190,"iPhone","Yes","Yes","No","No","Yes","No","Yes","Yes","Yes",29,"Master’s degree or higher","> $175k","Sales","Male"
416,4,4,4,4,3,2,4,1,3,3,3,4,110,"iPhone","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes",39,"Undergraduate degree","$101k - $175k","Education","Male"
417,5,6,1,4,2,4,3,3,5,4,3,5,250,"other smartphone","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",41,"Undergraduate degree","$101k - $175k","Small-medium business/self-employed","Male"
418,3,6,4,4,3,6,6,4,3,7,4,7,180,"iPhone","Yes","Yes","No","No","Yes","No","Yes","Yes","Yes",31,"Master’s degree or higher","$101k - $175k","Sales","Male"
419,2,3,3,4,3,5,3,5,3,3,3,4,240,"iPhone","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No",40,"Master’s degree or higher","$101k - $175k","Sales","Female"
420,2,1,4,6,4,3,1,3,4,3,4,3,180,"other smartphone","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No",32,"Undergraduate degree","$40k - $70k","Construction/transportation/manufacturing/logistics","Male"
421,6,5,7,1,6,6,6,4,5,5,5,6,220,"iPhone","No","No","Yes","Yes","Yes","Yes","No","Yes","No",32,"Master’s degree or higher","$71k – $100k","Advertising/public relations","Female"
422,4,4,4,7,4,3,3,2,5,3,3,3,210,"other smartphone","No","No","No","No","Yes","Yes","Yes","No","No",38,"Undergraduate degree","$40k - $70k","Construction/transportation/manufacturing/logistics","Female"
423,4,4,6,6,4,4,3,3,4,4,4,3,140,"other smartphone","No","No","No","No","Yes","Yes","Yes","No","No",32,"Undergraduate degree","$71k – $100k","Advertising/public relations","Female"
424,3,3,1,7,2,4,3,7,1,3,2,4,310,"iPhone","Yes","No","No","No","Yes","No","Yes","Yes","No",38,"Master’s degree or higher","$71k – $100k","Sales","Male"
425,2,4,4,2,4,3,3,2,2,3,2,4,220,"iPhone","No","Yes","No","No","Yes","Yes","Yes","Yes","No",39,"Undergraduate degree","$71k – $100k","Advertising/public relations","Male"
426,4,4,4,5,3,4,4,5,1,6,5,4,200,"iPhone","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes",40,"Master’s degree or higher","$71k – $100k","Sales","Female"
427,3,5,2,4,2,3,4,4,1,3,2,3,320,"other smartphone","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No",35,"Master’s degree or higher","$71k – $100k","Sales","Male"
428,2,4,4,7,3,5,4,5,3,5,4,4,160,"iPhone","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No",44,"Master’s degree or higher","> $175k","Sales","Female"
429,4,4,4,3,3,2,4,1,2,3,3,4,230,"iPhone","No","Yes","No","No","Yes","Yes","Yes","Yes","No",39,"Undergraduate degree","$101k - $175k","Technology","Male"
430,4,4,5,3,3,6,4,6,3,5,6,4,150,"other smartphone","No","Yes","No","Yes","Yes","No","No","No","Yes",28,"Undergraduate degree","$71k – $100k","Advertising/public relations","Female"
431,4,6,3,4,3,4,5,4,3,6,3,4,270,"iPhone","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",38,"Master’s degree or higher","$71k – $100k","Sales","Male"
432,4,7,5,5,4,5,5,4,3,7,5,6,230,"other smartphone","No","Yes","No","Yes","Yes","No","Yes","Yes","Yes",33,"Master’s degree or higher","$101k - $175k","Sales","Male"
433,3,7,2,5,2,3,3,4,1,4,2,3,190,"iPhone","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No",39,"Master’s degree or higher","$101k - $175k","Sales","Female"
434,4,4,6,4,4,6,2,5,3,5,7,6,220,"iPhone","No","Yes","No","Yes","Yes","No","No","No","Yes",25,"Undergraduate degree","> $175k","Advertising/public relations","Female"
435,5,5,2,7,2,4,6,6,1,5,2,3,190,"iPhone","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No",37,"Master’s degree or higher","$101k - $175k","Sales","Male"
436,6,4,7,6,5,4,6,3,5,5,5,4,210,"other smartphone","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No",31,"Master’s degree or higher","$40k - $70k","Health services","Female"
437,4,7,6,5,4,6,6,4,3,7,4,6,200,"iPhone","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",33,"Master’s degree or higher","> $175k","Sales","Female"
438,4,4,4,5,3,2,3,2,1,3,2,4,150,"other smartphone","No","Yes","No","No","Yes","Yes","Yes","No","Yes",41,"Undergraduate degree","$71k – $100k","Construction/transportation/manufacturing/logistics","Male"
439,4,1,7,3,5,4,3,3,4,3,4,4,190,"iPhone","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No",39,"Undergraduate degree","$40k - $70k","Advertising/public relations","Female"
440,2,5,3,7,2,5,6,7,3,2,1,3,350,"iPhone","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",38,"Master’s degree or higher","$71k – $100k","Advertising/public relations","Male"
441,3,7,6,4,4,6,5,6,3,5,7,4,170,"iPhone","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes",24,"Undergraduate degree","$101k - $175k","Advertising/public relations","Female"
442,7,6,4,4,4,2,3,3,4,6,3,4,230,"other smartphone","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",32,"Undergraduate degree","$71k – $100k","Technology","Male"
